,aeid,acid,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,cell_viability_assay,data_usability,n_chemicals,n_chemicals_no_chid
127,174,128,BSK_4H_MCP1,1,1,"Data from the assay component BSK_4H_MCP1 was analyzed into 1 assay endpoint. This assay endpoint, BSK_4H_MCP1, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CCL2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cytokine intended target family, where the subfamily is chemotactic factor.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cytokine,chemotactic factor,0,0,1,1705,0
128,176,129,BSK_4H_Pselectin,1,1,"Data from the assay component BSK_4H_Pselectin was analyzed into 1 assay endpoint. This assay endpoint, BSK_4H_Pselectin, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene SELP. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell adhesion molecules intended target family, where the subfamily is selectins.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cell adhesion molecules,selectins,0,0,1,1705,0
129,178,130,BSK_4H_SRB,1,1,"Data from the assay component BSK_4H_SRB was analyzed into 1 assay endpoint. This assay endpoint, BSK_4H_SRB, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of viability reporter, gain or loss-of-signal activity can be used to understand changes in the signaling. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell morphology intended target family, where the subfamily is cell conformation.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-unspecified,cell morphology,cell conformation,0,0,1,1705,0
130,180,131,BSK_4H_uPAR,1,1,"Data from the assay component BSK_4HAR was analyzed into 1 assay endpoint. This assay endpoint, BSK_4HAR, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene PLAUR. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cytokine intended target family, where the subfamily is plasmogen activator.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cytokine,plasmogen activator,0,0,1,1705,0
131,182,132,BSK_4H_VCAM1,1,1,"Data from the assay component BSK_4H_VCAM1 was analyzed into 1 assay endpoint. This assay endpoint, BSK_4H_VCAM1, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene VCAM1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell adhesion molecules intended target family, where the subfamily is Immunoglobulin CAM.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cell adhesion molecules,Immunoglobulin CAM,0,0,1,1705,0
132,184,133,BSK_4H_VEGFRII,1,1,"Data from the assay component BSK_4H_VEGFRII was analyzed into 1 assay endpoint. This assay endpoint, BSK_4H_VEGFRII, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene KDR. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the kinase intended target family, where the subfamily is receptor tyrosine kinase.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,receptor,kinase,receptor tyrosine kinase,0,0,1,1705,0
133,186,134,BSK_BE3C_HLADR,1,1,"Data from the assay component BSK_BE3C_HLADR was analyzed into 1 assay endpoint. This assay endpoint, BSK_BE3C_HLADR, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene HLA-DRA. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell adhesion molecules intended target family, where the subfamily is MHC Class II.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cell adhesion molecules,MHC Class II,0,0,1,1705,0
134,188,135,BSK_BE3C_IL1a,1,1,"Data from the assay component BSK_BE3C_IL1a was analyzed into 1 assay endpoint. This assay endpoint, BSK_BE3C_IL1a, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene IL1A. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cytokine intended target family, where the subfamily is interleukins.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cytokine,interleukins,0,0,1,1705,0
135,190,136,BSK_BE3C_IP10,1,1,"Data from the assay component BSK_BE3C_IP10 was analyzed into 1 assay endpoint. This assay endpoint, BSK_BE3C_IP10, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CXCL10. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cytokine intended target family, where the subfamily is chemotactic factor.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cytokine,chemotactic factor,0,0,1,1705,0
136,192,137,BSK_BE3C_MIG,1,1,"Data from the assay component BSK_BE3C_MIG was analyzed into 1 assay endpoint. This assay endpoint, BSK_BE3C_MIG, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain or loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CXCL9. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cytokine intended target family, where the subfamily is chemotactic factor.",signaling,log10_fold_induction,0,colchicine,bidirectional,protein,protein-specified,cytokine,chemotactic factor,0,0,1,1705,0
